ID	Name	DisplayName	 c.Description	Type	AssemblyName
5a3704f6-e46d-48e0-9686-664dee829b66	SequenceBP	SequenceBP		BP	UFIDA.U9.Base.BaseBP
c38e7891-df7e-43fc-bed9-8ad99738dda0	SOBBP	SOBBP		BP	UFIDA.U9.Base.BaseBP
4d7a815c-3296-49b0-991e-4576bec4d2fe	ConvertRatioBP	ConvertRatioBP		BP	UFIDA.U9.Base.BaseBP
3eec81da-687f-46bd-bb00-4ad5ba5a1bd7	UOMBP	UOMBP		BP	UFIDA.U9.Base.BaseBP
8a8506bd-e586-4a8d-80ac-166190907ff1	UserRoleBP	UserRoleBP		BP	UFIDA.U9.Base.BaseBP
54531b03-ea6f-48eb-818b-f4ef352be4fc	MetadataUtil	MetadataUtil		BP	UFIDA.U9.Base.BaseBP
afef0e20-5656-4579-a336-1e355aa5e126	UIUtilBP	UIUtilBP		BP	UFIDA.U9.Base.BaseBP
33eaf0a1-39e8-493c-a8b9-a7221b407be9	WorkCalendarBP	WorkCalendarBP		BP	UFIDA.U9.Base.BaseBP
a2e8c33c-1675-4a06-8d87-ee54201b9c8f	BudgetBuzSysBE	BudgetBuzSysBE		BE	UFIDA.U9.CBO.BudgetBuzSysBE
217ad722-f4b3-4a01-a758-2dfa527f2fd4	CBO_FA_DTO	CBO_FA_DTO		BE	UFIDA.U9.CBO.FA.FABE
60ec843d-45be-4e23-87b5-c1204576b33c	CBO_FA_Enum	CBO_FA_Enum		BE	UFIDA.U9.CBO.FA.FABE
f1fdde28-1969-4b38-8002-90b3f912936b	FA_AssetCategoryBE	FA_AssetCategoryBE		BE	UFIDA.U9.CBO.FA.FABE
52220959-1dba-4a2f-87e7-5efd38efb1f8	SOBForAssetCategory	SOBForAssetCategory		BE	UFIDA.U9.CBO.FA.FABE
b21ce1a4-dcbf-4718-85f1-dce812894ff1	FA_AssetOwnerRelation	FA_AssetOwnerRelation		BE	UFIDA.U9.CBO.FA.FABE
8f21d18b-e9a5-4e4e-b45c-385b83b1478b	FA_OwnerAuditRelationBE	FA_OwnerAuditRelationBE		BE	UFIDA.U9.CBO.FA.FABE
1a830e52-b2be-4032-8066-a830f8cc3b70	FA_OwnerUsageRelation	FA_OwnerUsageRelation		BE	UFIDA.U9.CBO.FA.FABE
3fc1d7c5-fe5b-4c7e-aef3-f86d3e6aec55	FA_DepreciationMethodBE	FA_DepreciationMethodBE		BE	UFIDA.U9.CBO.FA.FABE
4ee682e6-ef95-4579-af69-d0bb1aa18d1e	FA_UseStateBE	FA_UseStateBE		BE	UFIDA.U9.CBO.FA.FABE
a31a7c1e-8acf-4761-bfb3-e969581db088	AccountBasic	AccountBasic		BE	UFIDA.U9.CBO.FIBE
0e550a82-478e-41c7-b1c5-9288946d2da4	AccountBasicSet	AccountBasicSet		BE	UFIDA.U9.CBO.FIBE
5f885b95-0775-4acb-8421-847e246949c5	AccountBE	AccountBE		BE	UFIDA.U9.CBO.FIBE
481d3ecc-8eaa-4c6a-bf7f-e9a294c65c2c	AccountHierarchyBE	AccountHierarchyBE		BE	UFIDA.U9.CBO.FIBE
7e9867db-e80e-4cc9-a7e0-fbec33373905	AccountPrintRuleBE	AccountPrintRuleBE		BE	UFIDA.U9.CBO.FIBE
d971e246-5e5a-48cc-aefb-652f70c2e08e	BalanceEntityBE	BalanceEntityBE		BE	UFIDA.U9.CBO.FIBE
12bdef88-2caa-488d-b64d-a7ee1f959590	SummaryAccountBE	SummaryAccountBE		BE	UFIDA.U9.CBO.FIBE
1a7d5520-6adf-4224-bac5-0a838a1f259a	APBillExceptions	APBillExceptions		BE	UFIDA.U9.CBO.FIBE
cd80e5f1-40bc-4c3c-a3bc-9bb343e9f8f5	ARAPNextProcessExceptions	ARAPNextProcessExceptions		BE	UFIDA.U9.CBO.FIBE
b9140281-ae27-445d-97ea-c1275176e345	ARBillExceptions	ARBillExceptions		BE	UFIDA.U9.CBO.FIBE
a3445907-5edf-499f-8770-5fe43c1028a0	CashFlowItemBE	CashFlowItemBE		BE	UFIDA.U9.CBO.FIBE
3de24d82-82ce-40ba-b1e8-49a2a7bc6c35	CashItemFlowSetBE	CashItemFlowSetBE		BE	UFIDA.U9.CBO.FIBE
3282b5f1-d0bf-4ece-b68e-644945843506	CEDTOs	CEDTOs		BE	UFIDA.U9.CBO.FIBE
286149ef-342c-48cc-a088-24d81c97f999	CEEnums	CEEnums		BE	UFIDA.U9.CBO.FIBE
6ad383db-5830-482f-beaa-69ae421fb959	CMDTO	CMDTO		BE	UFIDA.U9.CBO.FIBE
382ad522-5213-452c-a4c3-18c341aa8d9e	CMEnums	CMEnums		BE	UFIDA.U9.CBO.FIBE
1080ea45-c045-4125-a9e8-7dd33088dfcd	CBO_FI_DTO	CBO_FI_DTO		BE	UFIDA.U9.CBO.FIBE
4cb6428c-f113-465f-9ba8-a8669d4d73e7	CBO_FI_Enum	CBO_FI_Enum		BE	UFIDA.U9.CBO.FIBE
25166135-09e0-43dc-9b49-ad298e1e0f61	CBO_FI_Exception	CBO_FI_Exception		BE	UFIDA.U9.CBO.FIBE
3dcae5a9-961d-4e95-b462-f9a8f0d9fba4	CBO_FI_PropertyType	CBO_FI_PropertyType		BE	UFIDA.U9.CBO.FIBE
e079b56e-f32b-4195-b782-002dede1eae8	CBO_FI_Validator	CBO_FI_Validator		BE	UFIDA.U9.CBO.FIBE
6eff7b36-84a7-4c36-a65d-6c0405f484c3	CBO_G	CBO_G		BE	UFIDA.U9.CBO.FIBE
4f203627-c1d0-4589-902c-b0926ebfeeb7	Exception	Exception		BE	UFIDA.U9.CBO.FIBE
6c719443-c821-437c-9930-e9f1cb7c5872	VehicleBE	VehicleBE		BE	UFIDA.U9.CBO.FIBE
b7cc3876-505e-4f33-9c20-d933cfcd0105	CBO_FNBE	CBO_FNBE		BE	UFIDA.U9.CBO.FIBE
4831b6d1-5264-41b5-ba4b-46eab72780e1	CBO_FNEnums	CBO_FNEnums		BE	UFIDA.U9.CBO.FIBE
8d663168-eff8-4702-b3ca-87d667fa1770	FNException	FNException		BE	UFIDA.U9.CBO.FIBE
e23ce354-2d3b-4a05-8940-6ae03a263a07	CBO_InnerAccountBE	CBO_InnerAccountBE		BE	UFIDA.U9.CBO.FIBE
5954ed08-0153-4db2-841c-59dd6181b06a	CBO_FI_FA	CBO_FI_FA		BE	UFIDA.U9.CBO.FIBE
700e9734-3bf5-485e-b0ce-f9ec011ac939	ReverseDTO	ReverseDTO		BE	UFIDA.U9.CBO.FIBE
2800bd63-4230-4fff-8a00-d773e8e21712	AccountPropertyBE	AccountPropertyBE		BE	UFIDA.U9.CBO.FIBE
76c6e8ce-7452-4782-aac5-d5a46649d64a	NaturalAccountBE	NaturalAccountBE		BE	UFIDA.U9.CBO.FIBE
b8696aa6-56b6-4d43-abfc-3d8c97745f80	NaturalAccountSetBE	NaturalAccountSetBE		BE	UFIDA.U9.CBO.FIBE
34d342d9-2c10-4ee0-acc8-b744b36d1828	SOBNaturalAccountBE	SOBNaturalAccountBE		BE	UFIDA.U9.CBO.FIBE
c476699e-f99b-49c4-af23-c212983130e7	NMDTO	NMDTO		BE	UFIDA.U9.CBO.FIBE
90059ad2-ad33-4b23-bd4b-c441310bc90b	NMEnums	NMEnums		BE	UFIDA.U9.CBO.FIBE
26a7335f-3d8e-4200-94d7-8c3ecfb46a7f	PayReqFundDTO	PayReqFundDTO		BE	UFIDA.U9.CBO.FIBE
32a7c552-731a-4b5a-97ff-0881c99b5e08	ReconciliationFieldDef	ReconciliationFieldDef		BE	UFIDA.U9.CBO.FIBE
a8f89693-778c-4fef-b0ed-45a7150473c5	ReconciliationSet	ReconciliationSet		BE	UFIDA.U9.CBO.FIBE
09c5b476-a749-495d-a337-50c4de2846fa	SOBTransferAffiliatedCompanyBE	SOBTransferAffiliatedCompanyBE		BE	UFIDA.U9.CBO.FIBE
42a4a66e-8002-42ae-a66d-761d79ebabca	SOBTransferBE	SOBTransferBE		BE	UFIDA.U9.CBO.FIBE
5bd987cf-e20f-4888-b6f9-802045344e6c	SOBTransferCashFlowBE	SOBTransferCashFlowBE		BE	UFIDA.U9.CBO.FIBE
0ed5af3a-03e9-46e4-8a36-239b4a6e02f7	SOBTransferCompileBE	SOBTransferCompileBE		BE	UFIDA.U9.CBO.FIBE
ecc01a30-917b-4561-bcf5-333efcb56c8a	SOBTransferSegCompileBE	SOBTransferSegCompileBE		BE	UFIDA.U9.CBO.FIBE
c3d28dc2-be60-45ff-8085-8edadcd03b85	EntrySummarySchemeBE	EntrySummarySchemeBE		BE	UFIDA.U9.CBO.FIBE
b1ee0d5f-d756-4ab0-b0de-91c99ef55ca6	SOBSetBE	SOBSetBE		BE	UFIDA.U9.CBO.FIBE
dfb7932a-2d40-441f-824f-a79a5dccce0d	VoucherInfoBE	VoucherInfoBE		BE	UFIDA.U9.CBO.FIBE
4b2ba485-e3d0-49e1-8990-9ddc6e7c4eab	CSVoucherCategoryBE	CSVoucherCategoryBE		BE	UFIDA.U9.CBO.FIBE
29885b07-fe70-4de3-89f9-fce3787a4941	SOBVoucherCategoryBE	SOBVoucherCategoryBE		BE	UFIDA.U9.CBO.FIBE
0550ddcc-77aa-49db-997e-0bd9227b171b	VoucherCategoryBE	VoucherCategoryBE		BE	UFIDA.U9.CBO.FIBE
b0368fc5-7fba-4091-9604-0fe8e19534de	AccountBP	AccountBP		BP	UFIDA.U9.CBO.FIBP
69baeae2-a6b1-4e1b-aefe-9c330297bbba	AccountMatch	AccountMatch		BP	UFIDA.U9.CBO.FIBP
ccd77240-6fff-418e-b694-a3e5fa0a743a	AccountPropertyBP	AccountPropertyBP		BP	UFIDA.U9.CBO.FIBP
c6fe4db2-673f-40ad-9702-2c7fa43e238e	ForRptBP	ForRptBP		BP	UFIDA.U9.CBO.FIBP
8c20b49c-0fcd-4864-b614-aca2f8fcf2ff	ForUIBP	ForUIBP		BP	UFIDA.U9.CBO.FIBP
558e62a3-4c4a-4d43-99cd-b7939be898af	BalanceEntityBP	BalanceEntityBP		BP	UFIDA.U9.CBO.FIBP
1757cee5-daf6-4d53-9706-702ab6a76a25	GetDescFieldsBP	GetDescFieldsBP		BP	UFIDA.U9.CBO.FIBP
ca920ef6-3857-47ca-83c4-c0d20a72148c	FNBP	FNBP		BP	UFIDA.U9.CBO.FIBP
b9c4f945-4bcd-42aa-940c-768a9be22a75	NaturalAccount	NaturalAccount		BP	UFIDA.U9.CBO.FIBP
24d8cfb9-8880-49cc-bd99-92047a7f262f	SOBNaturalAccount	SOBNaturalAccount		BP	UFIDA.U9.CBO.FIBP
5058e461-8d0c-4d21-9a5c-976aa1dce4b7	ReconciliationSetBP	ReconciliationSetBP		BP	UFIDA.U9.CBO.FIBP
d72b09da-52ab-473a-bcda-c0eafa97723a	FIProfile	FIProfile		BP	UFIDA.U9.CBO.FIBP
f9d0729c-b834-4c34-b2d5-f2b8ce3540fb	KeyFlexStru	KeyFlexStru		BP	UFIDA.U9.CBO.FIBP
0457b1ce-4e4a-4e1e-827d-b5f7c489fc8f	SOB	SOB		BP	UFIDA.U9.CBO.FIBP
bf73f50b-ed44-4459-80c3-574b28799921	SOBAccountPeriod	SOBAccountPeriod		BP	UFIDA.U9.CBO.FIBP
6d09f12e-351f-4394-abb7-c25df8183846	CompileAccountMappingRule	CompileAccountMappingRule		BP	UFIDA.U9.CBO.FIBP
2199ffeb-21ec-46f0-8410-a7e854b275e4	GetPeriodMappingBySOB	GetPeriodMappingBySOB		BP	UFIDA.U9.CBO.FIBP
ac1115a5-c1fc-46f8-8383-604c9951b9fa	UIBP	UIBP		BP	UFIDA.U9.CBO.FIBP
17ad6856-87b3-4d97-a132-d28c5b8a58b4	CBO_APPayReq_DTO	CBO_APPayReq_DTO		BE	UFIDA.U9.CBO.FI_SCMBE
cf4ad710-edaa-45d1-929b-4cf20a151e70	CBO_DrawAccrueDTO	CBO_DrawAccrueDTO		BE	UFIDA.U9.CBO.FI_SCMBE
5af8778e-1baf-4a59-9ecc-fb78a558dd95	CBO_FI_SCM_DTO	CBO_FI_SCM_DTO		BE	UFIDA.U9.CBO.FI_SCMBE
05d96a01-4ab6-4a37-bcd2-f519f8ae1180	CBO_MatchDTO	CBO_MatchDTO		BE	UFIDA.U9.CBO.FI_SCMBE
a866cb4d-2c25-423e-9e0c-ea293776a64d	CBO_ReceiveStatUpdate	CBO_ReceiveStatUpdate		BE	UFIDA.U9.CBO.FI_SCMBE
1ccb0173-6ea1-4e62-8161-195187eec5d8	CBO_SCM_BlindAccrueDTO	CBO_SCM_BlindAccrueDTO		BE	UFIDA.U9.CBO.FI_SCMBE
42313e00-c43e-4459-a073-203c3216e7d6	CBO_SettleDTO	CBO_SettleDTO		BE	UFIDA.U9.CBO.FI_SCMBE
6870fa87-90a6-4eb3-9f7f-e16c13ec813f	CBO_SMFeeAccrue_DTO	CBO_SMFeeAccrue_DTO		BE	UFIDA.U9.CBO.FI_SCMBE
4e4e065b-c9ed-4281-9854-36d0fcfad2f8	CBO_TI_DTO	CBO_TI_DTO		BE	UFIDA.U9.CBO.FI_SCMBE
6187ddd0-91ab-4bdb-94a4-566dedf42450	CBO_FI_TB_DTO	CBO_FI_TB_DTO		BE	UFIDA.U9.CBO.FI_TBBE
0d81ca40-2982-46c8-a123-801922e0389a	CBO_FI_TB_Enum	CBO_FI_TB_Enum		BE	UFIDA.U9.CBO.FI_TBBE
ee7db53c-7ac0-4193-8781-468e27a8ac90	CBO_FI_TB_Event	CBO_FI_TB_Event		BE	UFIDA.U9.CBO.FI_TBBE
f0c95158-cd09-4317-9fd7-99a0d48c65ad	CBO_FI_TB_Exception	CBO_FI_TB_Exception		BE	UFIDA.U9.CBO.FI_TBBE
38eca059-6c4c-4418-a9a8-e9845a7ebd09	CBO_FI_TB_Validator	CBO_FI_TB_Validator		BE	UFIDA.U9.CBO.FI_TBBE
cdb575db-beab-47c2-9dd9-95f6496bcdb6	TBControlSlnBE	TBControlSlnBE		BE	UFIDA.U9.CBO.FI_TBBE
7cc553c7-130f-44d0-8e9e-8ecf8a47ff57	TBDimensionBE	TBDimensionBE		BE	UFIDA.U9.CBO.FI_TBBE
be9fba7b-d5bd-4964-9996-8cf8873ce98f	TBFigure	TBFigure		BE	UFIDA.U9.CBO.FI_TBBE
f09ce131-8b62-488a-8c91-8951c9460056	TBFigureCategoryBE	TBFigureCategoryBE		BE	UFIDA.U9.CBO.FI_TBBE
4ee0d0fc-5bc4-4615-a32e-1747e2301da3	TBHypothesisBE	TBHypothesisBE		BE	UFIDA.U9.CBO.FI_TBBE
6bee8203-9936-409b-8cbc-cab033c0ba13	TBHypothesisCatetoryBE	TBHypothesisCatetoryBE		BE	UFIDA.U9.CBO.FI_TBBE
8287ed15-20fc-4c22-a446-fcd603dcacf8	TBHypothesisObjectBE	TBHypothesisObjectBE		BE	UFIDA.U9.CBO.FI_TBBE
aa62317b-3cf6-4105-8fe6-551c6bc322a9	TBObjectBE	TBObjectBE		BE	UFIDA.U9.CBO.FI_TBBE
b0ac99c5-476e-4d61-b9c9-965cebe4f29c	TBAccPeriodMapBE	TBAccPeriodMapBE		BE	UFIDA.U9.CBO.FI_TBBE
e4109f3f-fcda-4802-9ae4-0c4e88150be4	TBCalendarBE	TBCalendarBE		BE	UFIDA.U9.CBO.FI_TBBE
